rank,object_id,score,n_obs
678,ZTF22aacmgox,136.356842,24
679,ZTF18abnoxwo,136.308090,858
680,ZTF21aalkknw,135.767288,36
681,ZTF19abvjcvr,135.734756,12
682,ZTF23aaflptz,135.072540,13
683,ZTF21aapguda,134.881561,24
684,ZTF24abyeldd,134.637558,17
685,ZTF21aareeiq,134.023575,19
686,ZTF20abznlzw,133.867371,17
687,ZTF21aciqppd,132.549927,17
688,ZTF18aazndjw,132.423080,3473
689,ZTF19abxiqve,132.347961,27
690,ZTF20aaosuzy,132.249298,28
691,ZTF22aakrimd,131.830460,37
692,ZTF26aaacbwl,131.675110,31
693,ZTF24abineem,131.545135,13
694,ZTF24abinngr,131.502655,27
695,ZTF25ackwrun,131.478760,20
696,ZTF20aaghpdc,131.249725,87
697,ZTF21abbujun,130.796036,27
698,ZTF17aaaeoee,130.467987,762
699,ZTF21abowndm,130.255219,14
700,ZTF21abqueax,129.795670,23
701,ZTF20aavqbdh,129.521378,15
702,ZTF25aadnxae,129.245209,42
703,ZTF23aakifbv,128.181854,19
704,ZTF23aaouqoo,128.043839,54
705,ZTF21abxaccr,127.691528,18
706,ZTF18abwfgwj,127.487534,641
707,ZTF26aahauhi,127.034721,43
708,ZTF23aaiwzkx,125.654785,16
709,ZTF19aaaooru,125.463371,176
710,ZTF19abwamby,124.946465,44
711,ZTF22aasoxwu,124.612167,49
712,ZTF23aaixgvn,124.356094,20
713,ZTF25aabxywm,124.304680,48
714,ZTF19abxvujw,122.977959,12
715,ZTF19abqyoxj,122.746437,38
716,ZTF19aazlpyl,122.452782,448
717,ZTF19aclmnqj,122.416054,72
718,ZTF26aaodcvl,122.342636,36
719,ZTF23aapwlkh,121.774254,43
720,ZTF19aabbkhp,121.627312,213
721,ZTF25abdezjm,121.406151,20
722,ZTF22aanyhvq,121.361862,21
723,ZTF22aayfpso,121.193100,53
724,ZTF24aasmghi,121.125687,20
725,ZTF18acwzavm,120.992416,462
726,ZTF21aakfqwq,120.962563,36
727,ZTF24abdirzu,120.775192,35
728,ZTF20aajcbhr,120.714500,71
729,ZTF25abiplsd,119.868713,50
730,ZTF21aalnusf,119.640068,238
731,ZTF22abkstza,119.498970,35
732,ZTF24aaiwibl,118.973114,26
733,ZTF21abulckh,117.923386,14
734,ZTF20actvwac,117.801567,86
735,ZTF22aagpxll,117.677910,88
736,ZTF21abvpudz,117.510086,64
737,ZTF20ackhlcw,117.508865,28
738,ZTF22aaedess,117.294731,28
739,ZTF22aataizc,117.283447,50
740,ZTF18aaujwnu,117.089767,30
741,ZTF24aaqzycc,116.683876,34
742,ZTF19adaivcf,116.269066,177
743,ZTF22aaexkgm,114.764702,34
744,ZTF23aaneprv,113.536606,20
745,ZTF22aatxaxs,113.200821,13
746,ZTF24abfuscm,113.101463,102
747,ZTF23aajevts,112.752129,12
748,ZTF20abxmgpb,112.511139,21
749,ZTF21achxvyc,112.385666,30
750,ZTF18abvozns,112.350937,312
751,ZTF19abzmdtw,112.078636,335
752,ZTF21acqirkj,111.979202,220
753,ZTF22aadkocy,111.944817,23
754,ZTF19abwouqp,111.924675,46
755,ZTF19abalvlr,110.965775,57
756,ZTF20abjckms,110.632919,130
757,ZTF25aajoapm,110.488937,22
758,ZTF24abdopdj,109.847725,12
759,ZTF25acikmpq,109.326767,25
760,ZTF22aajibhc,108.909218,28
761,ZTF20abgijph,108.325966,117
762,ZTF20acwqlpq,107.931282,21
763,ZTF24aaivwxy,107.912933,27
764,ZTF19abzoyeg,107.754044,28
765,ZTF20aclzygx,107.005463,21
766,ZTF25abmycdf,106.595261,15
767,ZTF19abczlia,106.437881,222
768,ZTF23aacyfpi,106.401505,21
769,ZTF19aavvvdx,106.120117,574
770,ZTF21aaphskp,106.041306,21
771,ZTF18abvgkcg,105.909500,812
772,ZTF23aapoqay,105.870972,24
773,ZTF23aaxquxw,105.848854,10
774,ZTF21aagvmqr,105.537437,18
775,ZTF21acdimrw,105.415131,163
776,ZTF22abpwxxr,105.280663,173
777,ZTF20acgrxwn,105.243309,11
778,ZTF18aabklmk,105.188354,12
779,ZTF19abxvxue,105.175827,323
780,ZTF24aaybugo,105.032486,34
781,ZTF25abwvarw,104.387589,17
782,ZTF21abykivh,104.090347,252
783,ZTF20acpmdyl,103.548874,20
784,ZTF19acryurj,103.487656,51
785,ZTF19aahufts,103.450676,34
786,ZTF19abjpntj,103.037819,74
787,ZTF25abinkdw,102.945740,33
788,ZTF26aaadphf,101.999390,15
789,ZTF25abjmdra,101.675934,17
790,ZTF19abbyxtx,101.481178,209
791,ZTF21aapkcrs,101.216988,16
792,ZTF20abduida,100.780693,227
793,ZTF24abdtxkj,99.780647,15
794,ZTF20abmdfcy,99.733147,49
795,ZTF22abqpdwa,99.706886,16
796,ZTF20abgbxvb,99.046623,93
797,ZTF20actljfs,98.836082,16
798,ZTF17aadidxk,98.537575,436
799,ZTF20acyxwzm,98.213264,17
800,ZTF18abmoaci,98.205963,105
801,ZTF18abwnwpg,98.130028,538
802,ZTF18aasncio,98.121437,1118
803,ZTF20aafcetl,98.092728,32
804,ZTF25aatkssj,97.889648,11
805,ZTF25aagdrsk,97.542099,17
806,ZTF18abodmfy,97.506195,1067
807,ZTF25aaktzul,97.444000,98
808,ZTF18abcpwci,96.710533,1841
809,ZTF18aabfdrj,96.555336,883
810,ZTF18abdkpgs,96.496605,90
811,ZTF22aaapftw,96.351974,23
812,ZTF19abuawkj,96.273026,2864
813,ZTF23aahtiax,95.820778,63
814,ZTF19adgeyju,95.763390,271
815,ZTF24aapflot,95.649445,58
816,ZTF20abxudlh,95.601601,419
817,ZTF26aagdhiy,95.570015,57
818,ZTF22aargiwc,95.293060,72
819,ZTF22abbufpl,95.221054,14
820,ZTF20abpwpyg,94.989388,13
821,ZTF20ackrqfi,94.575424,52
822,ZTF25acelgwl,94.392204,105
823,ZTF22abfvrcb,94.306198,14
824,ZTF20acpzaoa,94.252403,19
825,ZTF20acdmckz,93.778069,44
826,ZTF21aaldwvp,93.605621,17
827,ZTF18abqekau,93.441223,1195
828,ZTF19abybatq,93.385605,31
829,ZTF18abiyatb,93.299889,535
830,ZTF20abzaaqo,93.213737,23
831,ZTF23aaghamo,92.911995,13
832,ZTF18aacluoi,92.840912,410
833,ZTF19aamjwjc,92.589790,418
834,ZTF23abglhle,92.126717,29
835,ZTF26aajnekv,92.064194,72
836,ZTF23abkaczi,92.041878,28
837,ZTF23abrzssa,91.847481,11
838,ZTF23abnpsoi,91.839943,209
839,ZTF22aaovdqh,91.827492,16
840,ZTF23aasfkpz,91.629013,21
841,ZTF26aaebnwe,91.610802,28
842,ZTF20aclkhnm,91.258194,21
843,ZTF20aalsbcc,91.243912,322
844,ZTF21aciodbt,91.238846,20
845,ZTF19aaiohcc,91.184677,247
846,ZTF23abhzcbs,91.055077,19
847,ZTF20aavsjuv,90.808670,49
848,ZTF25acfyqnz,90.644676,12
849,ZTF20achamic,90.599800,19
850,ZTF22aaggbtb,90.399841,25
851,ZTF23aaemsfm,90.336838,14
852,ZTF19aczkjeu,89.975380,21
853,ZTF19adavzew,89.560783,44
854,ZTF22aajsqdv,89.548721,21
855,ZTF21abqhkjd,89.411903,89
856,ZTF20acyxxfo,88.924583,127
857,ZTF18abmfybu,88.843979,1111
858,ZTF22abhodtl,88.827049,33
859,ZTF21aarohyu,88.727684,41
860,ZTF18adlxpdz,88.223724,16
861,ZTF26aajndtg,88.078110,42
862,ZTF23aakprat,88.017418,55
863,ZTF24aampdkv,87.971306,12
864,ZTF19abcvrpm,87.711624,55
865,ZTF24abzskap,87.692780,16
866,ZTF20acuixxp,87.575623,23
867,ZTF20aaurfdq,87.333237,44
868,ZTF24abrossu,87.285759,27
869,ZTF18abucdbx,87.079872,193
870,ZTF22aaqkvid,86.852119,19
871,ZTF26aaabyts,86.725128,26
872,ZTF23aavzyit,86.471947,38
873,ZTF19acwkwhu,86.098915,14
874,ZTF24abcbmug,85.860519,84
875,ZTF18acbyeid,85.325211,775
876,ZTF20achncxi,85.258202,25
877,ZTF18abcsatf,85.112663,644
878,ZTF18aavsblr,84.878098,1404
879,ZTF18ablwaqv,84.460953,469
880,ZTF19abzsitm,84.421112,43
881,ZTF24ablssfw,84.389549,134
882,ZTF23abihavc,84.294868,23
883,ZTF19abnxglw,84.228889,29
884,ZTF26aagjcrp,84.135216,49
885,ZTF26aawdtys,83.844574,18
886,ZTF20aavcvrm,83.658691,52
887,ZTF19aamsoze,83.344467,306
888,ZTF25aahxpqo,83.344460,306
889,ZTF21abcgzbc,83.121620,37
890,ZTF26aauxipq,83.099365,19
891,ZTF22aabxhch,82.662468,170
892,ZTF20aaaxrjb,82.167587,48
893,ZTF24aaheprj,81.911316,28
894,ZTF23aacevkm,81.815651,148
895,ZTF20aazpxpy,81.629158,46
896,ZTF20abbvkhe,81.593307,10
897,ZTF19acbtthv,81.427223,19
898,ZTF25aaxbmmx,81.254356,69
899,ZTF25abmtvgm,81.109818,91
900,ZTF22aaizxqg,81.050232,31
901,ZTF25aavmvqg,81.021896,92
902,ZTF25aamisyt,80.988548,15
903,ZTF19aatuxrr,80.799019,479
904,ZTF20abojvde,80.777092,18
905,ZTF19abulzhy,80.656525,76
906,ZTF21abujmgh,80.292458,17
907,ZTF18abccnne,79.692947,1818
908,ZTF24abbtldx,79.246468,11
909,ZTF19abahiys,79.064178,10
910,ZTF18abvhxbe,78.959831,66
911,ZTF20aanvsru,78.944077,13
912,ZTF18abmrdyc,78.911217,681
913,ZTF20ablkuio,78.536629,84
914,ZTF21aanexqd,78.390633,43
915,ZTF24abkghje,78.110420,46
916,ZTF25aauacdq,78.001274,21
917,ZTF23aalqtkg,77.603302,17
918,ZTF20aavrulv,77.514137,34
919,ZTF25absvacu,77.114754,32
920,ZTF21abdphvg,76.926300,13
921,ZTF18aabhuow,76.758881,168
922,ZTF22abrfdnb,75.946976,12
923,ZTF22abhvvao,75.757713,14
924,ZTF19abhphah,75.725075,127
925,ZTF22aaltgpj,75.705269,28
926,ZTF24aaxeayz,75.386200,26
927,ZTF18adlzzsh,75.351845,935
928,ZTF21abawduv,75.351845,935
929,ZTF24abcclee,75.351845,935
930,ZTF24aaymurz,75.349548,23
931,ZTF26aarcjhh,75.274750,42
932,ZTF19acbiwjk,74.992172,64
933,ZTF23aazxmdo,74.884903,21
934,ZTF20aagnbec,74.802406,18
935,ZTF23aaopkgx,74.472878,47
936,ZTF21aaoqbbw,74.457504,73
937,ZTF25abppjmt,74.377480,30
938,ZTF21abkdpnw,74.354843,163
939,ZTF21abgxmlp,74.328850,16
940,ZTF22aalfmec,74.312355,17
941,ZTF26aakiunc,74.306450,44
942,ZTF19abwswzb,74.143448,58
943,ZTF23aapvsqz,73.504944,49
944,ZTF20acberfr,73.425247,66
945,ZTF18abzukky,73.246994,114
946,ZTF26aarumsz,72.958626,49
947,ZTF23abhdsii,72.896584,474
948,ZTF22abpekod,72.774406,29
949,ZTF19acbpzjg,72.715958,45
950,ZTF24abbwztk,72.465813,21
951,ZTF23aaghgqe,72.452209,14
952,ZTF22aaayjwx,72.277428,27
953,ZTF17aacucfy,72.217300,644
954,ZTF18abuxezs,72.163742,442
955,ZTF20aazooyu,72.055275,58
956,ZTF18acahrug,71.997932,83
957,ZTF18abeaian,71.814522,556
958,ZTF20abhtzig,71.776001,18
959,ZTF25aayxhar,71.674477,61
960,ZTF25aawyyyn,71.600182,77
961,ZTF20acrseou,71.477356,37
962,ZTF24aahnnsa,71.408386,29
963,ZTF19acoaoty,70.893143,77
964,ZTF25aaprfzh,70.880974,14
965,ZTF21acnwaqk,70.870628,327
966,ZTF20abzcokv,70.802383,46
967,ZTF20abqehzn,70.610283,16
968,ZTF22aalfezf,70.355782,56
969,ZTF22abiqeri,70.259346,21
970,ZTF25acgdelc,70.183144,38
971,ZTF25aapgwdt,70.038857,539
972,ZTF20aagnbfu,69.955948,25
973,ZTF25abskgbv,69.657341,29
974,ZTF18abzzfxf,69.640678,15
975,ZTF22aaftjcp,69.561920,70
976,ZTF22abvuybj,69.246223,25
977,ZTF24abpyjue,69.203598,32
978,ZTF22abfuvwa,69.172432,29
979,ZTF25aavjcaw,68.676559,20
980,ZTF20abhdkod,68.480507,55
981,ZTF21aanfqch,68.376762,12
982,ZTF21abhyswj,68.373337,18
983,ZTF20aavylon,68.288841,30
984,ZTF21aawqjjv,68.257042,24
985,ZTF25acgtcrz,68.045975,11
986,ZTF18abacqqg,67.866806,1260
987,ZTF21aaateuz,67.838936,22
988,ZTF24aastxfz,67.777908,20
989,ZTF22aaspplh,67.704163,21
990,ZTF26aajmkek,67.681015,11
991,ZTF24aaruxmt,67.533470,13
992,ZTF25abyeeru,67.529823,35
993,ZTF20accovje,67.243324,29
994,ZTF23aaeliir,67.242661,11
995,ZTF21abowurd,67.213524,12
996,ZTF20acbgacu,67.109627,35
997,ZTF25abqhsty,66.814659,24
998,ZTF18acbyhjk,66.752769,564
999,ZTF25acfgifv,66.734520,16
1000,ZTF21aazsylk,66.532234,50
1001,ZTF20aanlcog,66.340027,1165
1002,ZTF23aapvrkk,66.196747,15
1003,ZTF18aalldmu,66.183937,386
1004,ZTF21aarmjai,66.046135,35
1005,ZTF22abpulqo,65.315231,24
1006,ZTF19adbtunc,64.957695,19
1007,ZTF22aatylyb,64.903389,30
1008,ZTF19acssksf,64.901230,38
1009,ZTF23abcvams,64.694496,68
1010,ZTF22abgndif,64.674637,26
1011,ZTF20aahgexl,64.587669,22
1012,ZTF21abxpnea,64.424896,34
1013,ZTF21aapforn,64.373604,12
1014,ZTF25aaqjbme,64.325333,27
1015,ZTF25abbevau,64.254021,84
1016,ZTF24aajplyg,64.136833,20
1017,ZTF18adbbtcv,64.009186,628
1018,ZTF25aazppzj,63.920021,17
1019,ZTF21abouxex,63.828766,725
1020,ZTF17aaarwxq,63.641579,549
1021,ZTF25abjeuls,63.457893,20
1022,ZTF19aburnjy,63.411716,1901
1023,ZTF19acbrtbh,63.369213,12
1024,ZTF20ablhfzx,63.153103,53
1025,ZTF18abnzucj,63.112068,425
1026,ZTF19acbugyi,63.012890,28
1027,ZTF19aawhzbp,62.857975,287
1028,ZTF18admaaig,62.706467,19
1029,ZTF22aadgqny,62.594948,653
1030,ZTF20aabqhfb,62.364143,383
1031,ZTF23absjgum,62.364143,383
1032,ZTF19aaprcip,62.347210,580
1033,ZTF21aalnhby,62.341770,18
1034,ZTF23abbmpyi,62.212811,20
1035,ZTF20aadcrhw,62.081421,20
1036,ZTF23aaeqobj,62.015682,43
1037,ZTF26aaaqbrh,61.995449,14
1038,ZTF22abkskzh,61.874016,18
1039,ZTF24abhavmz,61.820778,10
1040,ZTF19aavvecu,61.799213,760
1041,ZTF18aasympo,61.674583,22
1042,ZTF24aawsibi,61.201267,33
1043,ZTF24aawkhdf,61.154369,19
1044,ZTF18aabefzb,61.134266,309
1045,ZTF17aaawcom,60.973831,321
1046,ZTF19aayqait,60.958332,55
1047,ZTF20aaodydf,60.899227,121
1048,ZTF25abdhyhr,60.889137,60
1049,ZTF21aaxsosp,60.657333,30
1050,ZTF24aaaisai,60.613331,396
1051,ZTF20abzjobr,60.464600,39
1052,ZTF22aajhsbn,60.383129,19
1053,ZTF18abelpba,60.233902,196
1054,ZTF23abooocr,59.973553,26
1055,ZTF25acgqdqy,59.781528,13
1056,ZTF22aafwbpz,59.666302,645
1057,ZTF23aaiuadl,59.591297,41
1058,ZTF22aawffvs,59.562958,20
1059,ZTF23aazwdiy,59.453110,34
1060,ZTF20acjbzrh,59.334412,17
1061,ZTF21aapjcqb,59.253628,43
1062,ZTF24aazjdml,59.004478,105
1063,ZTF22aaynpda,58.935631,65
1064,ZTF23aaepmlm,58.739624,96
1065,ZTF19acbnhkd,58.693802,27
1066,ZTF26aahkxpf,58.645866,20
1067,ZTF20aafuwsl,58.616486,16
1068,ZTF22aaagxuu,58.415398,21
1069,ZTF20abchhuw,58.405430,219
1070,ZTF19abdcexm,58.294189,22
1071,ZTF20aagwsdp,58.115097,31
1072,ZTF25aankpyy,58.108105,46
1073,ZTF25abeefof,58.106438,83
1074,ZTF25aaxwdlz,58.076408,20
1075,ZTF21aaguuok,57.838856,20
1076,ZTF20acwytht,57.724689,48
1077,ZTF19abyeixl,57.674770,145
1078,ZTF18aarlukc,57.402966,48
1079,ZTF18acyxjok,57.339962,687
1080,ZTF24aakykbz,57.114872,37
1081,ZTF21abilxfm,57.001640,13
1082,ZTF20actvmuw,56.712399,16
1083,ZTF20aafsmrx,56.683323,57
1084,ZTF21aamjzki,56.484470,36
1085,ZTF21aallpqw,56.405838,97
1086,ZTF20ablkkvv,56.324104,114
1087,ZTF25aaiushx,56.243931,27
1088,ZTF20acwytxn,56.091354,155
1089,ZTF19abzlxuj,55.977661,14
1090,ZTF25ackyjsi,55.747719,19
1091,ZTF23aalftvv,55.701412,89
1092,ZTF22abjfseq,55.631683,20
1093,ZTF18abnwovf,55.448399,1336
1094,ZTF21aapeiov,55.398842,20
1095,ZTF20acuzlib,55.391369,64
1096,ZTF21aagzzce,55.346409,15
1097,ZTF19aaxdmvt,55.344608,591
1098,ZTF25aauvbdc,55.337326,39
1099,ZTF20abasdze,55.275501,875
1100,ZTF24abhezcf,55.164509,13
1101,ZTF24abjeddz,55.070316,31
1102,ZTF19abcrvet,54.974293,36
1103,ZTF20aclggxd,54.835110,11
1104,ZTF25aaiouoy,54.740723,58
1105,ZTF21abpamxn,54.537304,20
1106,ZTF20abcjdnn,54.497921,13
1107,ZTF20ablvukx,54.476925,12
1108,ZTF20acwpibn,54.471924,22
1109,ZTF18accvsij,54.350189,24
1110,ZTF21aaxwcof,54.098286,93
1111,ZTF20aaxlznl,53.921501,31
1112,ZTF23abioxpu,53.675236,19
1113,ZTF17aacqwwi,53.623787,857
1114,ZTF24abdndji,53.604130,111
1115,ZTF24aajibzs,53.356178,35
1116,ZTF21abtdlno,53.046745,80
1117,ZTF24aapwebs,52.930332,122
1118,ZTF22aakqrdt,52.719528,18
1119,ZTF19abljazb,52.629372,77
1120,ZTF18acaxfmq,52.572701,180
1121,ZTF18abffzxq,52.565025,382
1122,ZTF18aawlxls,52.521591,114
1123,ZTF25abofroq,52.507458,21
1124,ZTF21absvlrr,52.496284,112
1125,ZTF18abhaozr,52.142212,380
1126,ZTF20acuxmkm,52.071507,37
1127,ZTF25aceprml,51.961357,17
1128,ZTF24aaupoie,51.877079,52
1129,ZTF26aahirww,51.872318,54
1130,ZTF19abjroih,51.721718,15
1131,ZTF23aatabje,51.437874,40
1132,ZTF22abtnuch,51.361732,20
1133,ZTF20abxybag,51.339943,46
1134,ZTF20actfeym,51.277676,33
1135,ZTF26aauiwxl,51.260235,42
1136,ZTF24aalcflg,51.212967,36
1137,ZTF25aasltmi,51.209229,31
1138,ZTF23aaqtckr,51.148731,19
1139,ZTF24abqkkqz,51.108154,37
1140,ZTF25acegnsn,51.107922,23
1141,ZTF18aakuohk,51.043552,1145
1142,ZTF20abjatqy,51.040554,52
1143,ZTF20abaknoz,51.007805,17
1144,ZTF18abtipha,50.977390,113
1145,ZTF22abfuvvu,50.922653,18
1146,ZTF20acjzzyr,50.718929,19
1147,ZTF19aavhvkd,50.716385,19
1148,ZTF18acqgvrt,50.589157,48
1149,ZTF26aakdjni,50.480694,25
1150,ZTF24aajdrlr,50.344212,48
1151,ZTF20acwphyx,50.265018,50
1152,ZTF23aaocetr,50.261719,15
1153,ZTF23aaelkos,50.231888,30
1154,ZTF18abetddh,49.926346,767
1155,ZTF22aadfbim,49.789719,41
1156,ZTF25abxkwsn,49.752415,22
1157,ZTF24aayvhho,49.630741,30
1158,ZTF20abedwza,49.584019,45
1159,ZTF20aazkxcw,49.491451,23
1160,ZTF25acgsxcb,49.343597,49
1161,ZTF23aakaqht,49.115047,28
1162,ZTF19abxiqqm,49.077652,18
1163,ZTF22aaaifcx,49.022495,31
1164,ZTF24abuwgmt,48.988712,113
1165,ZTF17aaatlsp,48.902981,957
1166,ZTF21acbphas,48.833527,16
1167,ZTF18aavydnh,48.790844,32
1168,ZTF25abuhcjn,48.713375,21
1169,ZTF21abyigsg,48.654617,49
1170,ZTF18abmsaqj,48.562042,211
1171,ZTF25abuoijl,48.555267,29
1172,ZTF19abecaca,48.522964,178
1173,ZTF18aazvhcd,48.452908,1300
1174,ZTF19acaqoef,48.311260,198
1175,ZTF19abauzma,48.244678,25
1176,ZTF20abmlkgt,48.176727,27
1177,ZTF22aaolbbe,48.157433,26
1178,ZTF20acunxkg,48.154396,22
1179,ZTF23abqpfpp,48.031555,20
1180,ZTF26aavedji,47.945240,25
1181,ZTF26aadqwlb,47.804928,29
1182,ZTF21aaxsxui,47.729065,30
1183,ZTF20abdajuq,47.669922,50
1184,ZTF22aaotgrc,47.656639,87
1185,ZTF25aaeixax,47.376049,27
1186,ZTF23abscfuu,47.338154,627
1187,ZTF25abqplxi,47.244274,139
1188,ZTF20aaetlul,47.152630,18
1189,ZTF20aavdgib,47.116985,59
1190,ZTF25aafywpr,47.071068,22
1191,ZTF20abvyiwh,46.942551,17
1192,ZTF20aajcfmq,46.912266,28
1193,ZTF18abuafpf,46.795555,357
1194,ZTF18abgirjh,46.736984,123
1195,ZTF22aambfit,46.585320,57
1196,ZTF20acqvflw,46.545155,290
1197,ZTF23abawrzb,46.294525,17
1198,ZTF23abjttuj,46.287384,17
1199,ZTF18admkjwh,46.144886,544
1200,ZTF24abeiasc,46.080437,29
1201,ZTF20abjonjs,45.965607,87
1202,ZTF22aafxvkr,45.958057,19
1203,ZTF21abxwuvo,45.921227,22
1204,ZTF21abvdote,45.911861,66
1205,ZTF20absvoli,45.762306,39
1206,ZTF20acmhpvd,45.710621,31
1207,ZTF21achjauf,45.701538,26
1208,ZTF20abyjanf,45.616680,41
1209,ZTF21aapvxnf,45.477680,38
1210,ZTF21ackoxzz,45.388283,30
1211,ZTF22aapojjg,45.196327,13
1212,ZTF20acpujxl,44.906487,58
1213,ZTF19abepqvr,44.819485,132
1214,ZTF18acmajpp,44.654434,612
1215,ZTF20aadvsbp,44.569054,358
1216,ZTF23aamixrh,44.530552,28
1217,ZTF20acprazr,44.395580,23
1218,ZTF18abnjsiq,44.315041,116
1219,ZTF18acdyfrm,44.313320,189
1220,ZTF21aapfmut,44.232925,25
1221,ZTF22aalfwbn,44.155602,22
1222,ZTF24aavzchn,44.090042,38
1223,ZTF22abgagrt,43.989986,15
1224,ZTF26aaudbym,43.957211,45
1225,ZTF24abqpssm,43.949417,20
1226,ZTF24abwcujs,43.905949,52
1227,ZTF21aagnwkk,43.893078,17
1228,ZTF24aaqclnm,43.795929,23
1229,ZTF23aazvcuu,43.617603,19
1230,ZTF23ablaxoz,43.555012,10
1231,ZTF21abtaxou,43.483540,30
1232,ZTF23aaeaejy,43.418659,19
1233,ZTF20aattqle,43.251831,65
1234,ZTF20aauuwmg,43.193802,22
1235,ZTF24abzkoyr,43.166584,30
1236,ZTF21abmhwmu,43.134964,376
1237,ZTF22aanlaas,43.045254,281
1238,ZTF25abvalml,43.039486,15
1239,ZTF25aayorfb,43.023071,50
1240,ZTF20actlsch,43.013817,15
1241,ZTF20aaliqhq,43.013695,82
1242,ZTF20aagfebi,43.011311,61
1243,ZTF20aavqfrp,43.003986,18
1244,ZTF23abshxld,42.999966,44
1245,ZTF20aclkuqh,42.980507,34
1246,ZTF22abkybyq,42.963928,28
1247,ZTF25abzivcs,42.930767,32
1248,ZTF24abddplf,42.853294,23
1249,ZTF20acggvnn,42.844345,18
1250,ZTF18aawmxdx,42.533440,19
1251,ZTF22abteqxm,42.472721,24
1252,ZTF21aazybnu,42.424320,26
1253,ZTF24aaqugdz,42.362560,19
1254,ZTF24aawjcnn,42.129948,15
1255,ZTF20aauttlg,41.972504,11
1256,ZTF20abvqibv,41.961102,56
1257,ZTF21abrlwud,41.843765,10
1258,ZTF18acvgufq,41.830509,591
1259,ZTF23aaijkwo,41.791000,34
1260,ZTF25abxrizp,41.734837,39
1261,ZTF21abvddpq,41.680054,17
1262,ZTF25aaxegmh,41.452339,82
1263,ZTF19addjddq,41.302261,129
1264,ZTF19aasdblk,41.244404,188
1265,ZTF24aahfiwn,41.242626,35
1266,ZTF23aacbeoe,41.223236,245
1267,ZTF19abpsolj,41.216984,17
1268,ZTF21aabluwd,41.182308,784
1269,ZTF21abneigz,41.167992,351
1270,ZTF21acihiyy,41.103329,68
1271,ZTF20abbxogo,40.851780,36
1272,ZTF21abhthvj,40.743515,15
1273,ZTF22aaafqjf,40.677494,786
1274,ZTF20abgbwmt,40.635624,104
1275,ZTF20aclkvjy,40.326202,29
1276,ZTF23aadbzfq,40.321102,39
1277,ZTF23aaapoom,40.305435,19
1278,ZTF25abnfnat,40.269039,14
1279,ZTF20aalbjpf,40.222324,12
1280,ZTF18abblrwf,40.182693,1086
1281,ZTF19aaailzo,40.124130,540
1282,ZTF20abfzmpa,40.115902,40
1283,ZTF20abchqgl,40.040905,38
1284,ZTF20aavqcnp,40.024620,41
1285,ZTF20ackagrs,39.964470,16
1286,ZTF18ablrljh,39.915291,33
1287,ZTF20acnywhz,39.890778,21
1288,ZTF26aaxlvdm,39.863178,18
1289,ZTF20aavnnkm,39.762314,113
1290,ZTF22aaemlny,39.661209,13
1291,ZTF20abjcjmh,39.613014,46
1292,ZTF18abzwitq,39.579159,842
1293,ZTF18acbxzfi,39.577183,104
1294,ZTF21abcnlpj,39.569237,69
1295,ZTF18abnbxrs,39.514709,23
1296,ZTF21aabvwev,39.442184,17
1297,ZTF22abbozjd,39.404015,404
1298,ZTF21ackdwjm,39.373302,16
1299,ZTF22abinemg,39.238281,34
1300,ZTF19abdpjji,39.002735,161
1301,ZTF20abpyrpf,38.867012,157
1302,ZTF21aaocgku,38.809151,18
1303,ZTF24aauyupk,38.756496,15
1304,ZTF22aankymj,38.556175,15
1305,ZTF20acoxdas,38.495777,23
1306,ZTF23absqtpn,38.469860,17
1307,ZTF23aajeped,38.420246,16
1308,ZTF22abpydmh,38.399403,24
1309,ZTF25acinfdh,38.334606,76
1310,ZTF20abeeytg,38.331436,21
1311,ZTF24aanyhwz,38.268818,12
1312,ZTF23aapixhp,38.154461,15
1313,ZTF18ablpalb,38.134163,438
1314,ZTF23aatcvtc,38.078396,17
1315,ZTF21aayfmbv,37.786312,11
1316,ZTF20aaqshoz,37.713089,37
1317,ZTF17aadrhuy,37.699654,399
1318,ZTF20acpgzif,37.625660,25
1319,ZTF22abjrboo,37.602665,93
1320,ZTF20acvivzp,37.392086,12
1321,ZTF20aagloch,37.382652,88
1322,ZTF24abyaowk,37.381535,134
1323,ZTF18adbahiw,37.369083,412
1324,ZTF23abjieca,37.304424,21
1325,ZTF22aayayyc,37.296074,26
1326,ZTF26aaadpbg,37.160164,20
1327,ZTF22aaklhfg,37.095310,44
1328,ZTF19aaingkb,37.080517,143
1329,ZTF25aashgjy,37.040367,26
1330,ZTF23aaqzzyi,36.951061,19
1331,ZTF24abagjgq,36.895420,24
1332,ZTF17aaaseru,36.885632,676
1333,ZTF22abqyeru,36.843544,20
1334,ZTF19abnmrqt,36.776138,90
1335,ZTF24abzvnik,36.723377,29
1336,ZTF18aabopru,36.721714,547
1337,ZTF24aahzfwk,36.689800,24
1338,ZTF18aczvdal,36.642681,376
1339,ZTF26aaqwzoa,36.628262,29
1340,ZTF19adbnhdb,36.599415,20
1341,ZTF22abtszdv,36.506718,26
1342,ZTF25abmkaii,36.498806,19
1343,ZTF22aapqqys,36.497814,17
1344,ZTF24aajxscl,36.494781,38
1345,ZTF18aawmhsn,36.455948,33
1346,ZTF18adsiyvm,36.393559,94
1347,ZTF20abkfhzy,36.243198,40
1348,ZTF21aagsfjy,36.240234,16
1349,ZTF19aasfyxy,36.057266,401
1350,ZTF20aaupolv,35.804722,49
