rank,object_id,score,n_obs
5212,ZTF20acocohy,1.721376,48
5213,ZTF20aavadou,1.719028,18
5214,ZTF24aawxtxh,1.717174,39
5215,ZTF23aadxxrd,1.717161,13
5216,ZTF20ablbgmi,1.717076,25
5217,ZTF23abscqxm,1.716555,24
5218,ZTF21abfftym,1.716367,19
5219,ZTF20ablghso,1.715544,17
5220,ZTF24abiltvb,1.715323,49
5221,ZTF19abahvdh,1.715308,25
5222,ZTF21abnfyal,1.714963,15
5223,ZTF19aaneugz,1.714564,18
5224,ZTF22abhycsl,1.714213,15
5225,ZTF24abrywxv,1.713808,18
5226,ZTF22aaomhlx,1.713778,10
5227,ZTF19aatdcnq,1.713481,24
5228,ZTF21aaxzkfe,1.713227,26
5229,ZTF26aauxgoe,1.712778,27
5230,ZTF21acissla,1.712178,11
5231,ZTF25abhtrbk,1.711717,11
5232,ZTF19acxlars,1.711698,33
5233,ZTF23aaltxkt,1.711569,18
5234,ZTF21abqvyyz,1.711462,21
5235,ZTF22aaosjnc,1.711082,12
5236,ZTF23aaqajtr,1.711066,18
5237,ZTF17aaducdh,1.709939,23
5238,ZTF24abynrxq,1.708039,20
5239,ZTF19abrhbty,1.707168,29
5240,ZTF25aanrpwq,1.704390,12
5241,ZTF23aaemnzd,1.703979,21
5242,ZTF21aasruuq,1.703815,31
5243,ZTF20aaeqmzo,1.700064,20
5244,ZTF21acjybeh,1.699394,15
5245,ZTF24abxzhim,1.699309,23
5246,ZTF21abuwadf,1.698654,22
5247,ZTF20abeolsw,1.697641,35
5248,ZTF21aaygpzc,1.697609,66
5249,ZTF22aaheebz,1.696556,14
5250,ZTF21acjotpy,1.696237,20
5251,ZTF25abxxkjs,1.695857,36
5252,ZTF19adflufg,1.695199,22
5253,ZTF20acqvgav,1.694852,25
5254,ZTF20acusecr,1.694005,19
5255,ZTF21abuetwv,1.693151,25
5256,ZTF21aayprqz,1.692044,26
5257,ZTF20absdqjb,1.691696,14
5258,ZTF21acoieac,1.691427,23
5259,ZTF22aafqaew,1.691063,14
5260,ZTF20abzhizm,1.690097,14
5261,ZTF22aadewot,1.689509,59
5262,ZTF26aahkzvo,1.689452,41
5263,ZTF17aabutmm,1.689430,53
5264,ZTF20abxnsoe,1.688968,35
5265,ZTF22abfvlje,1.687551,28
5266,ZTF20abgbijf,1.686139,183
5267,ZTF20ababxjv,1.685429,17
5268,ZTF21abasxdp,1.683666,22
5269,ZTF20aatqirk,1.682973,50
5270,ZTF22aafubgp,1.682123,10
5271,ZTF21aauapli,1.681221,83
5272,ZTF19abfaqqo,1.680951,13
5273,ZTF19abhcefa,1.679557,10
5274,ZTF20acphcdv,1.677291,53
5275,ZTF20aaglvuu,1.677205,44
5276,ZTF22aaogoyb,1.675899,16
5277,ZTF25aajixgi,1.675585,31
5278,ZTF24abdzyyc,1.673555,21
5279,ZTF20aadvbni,1.672801,31
5280,ZTF21abxlmuw,1.671727,96
5281,ZTF18adkqdgj,1.669508,25
5282,ZTF25abvbjre,1.668759,39
5283,ZTF20acsdykp,1.668723,15
5284,ZTF20abjckmy,1.667989,49
5285,ZTF22abgcigh,1.667383,19
5286,ZTF22aahdlkp,1.666228,24
5287,ZTF22abudhzo,1.665818,20
5288,ZTF22abaseoc,1.665275,19
5289,ZTF21acjtxgr,1.663565,16
5290,ZTF21abllxmn,1.660821,18
5291,ZTF24ablfjas,1.659928,12
5292,ZTF20aaoqqyf,1.659656,17
5293,ZTF26aabyqra,1.657812,14
5294,ZTF19abjioie,1.656314,18
5295,ZTF23abgyyvj,1.655383,59
5296,ZTF25abmjfcf,1.655094,37
5297,ZTF24aapeorz,1.653729,28
5298,ZTF18abhbqbh,1.653233,43
5299,ZTF17aabtvsy,1.651158,23
5300,ZTF23aadjvtl,1.650523,14
5301,ZTF22aahjcjr,1.649155,32
5302,ZTF22abwwdbv,1.649027,13
5303,ZTF21acfaugw,1.647973,46
5304,ZTF25abhwfik,1.647286,25
5305,ZTF19abpnrvq,1.645970,10
5306,ZTF22abaxqpi,1.645552,22
5307,ZTF20aaxckge,1.644586,12
5308,ZTF25abpopdk,1.644578,28
5309,ZTF20acivqxn,1.644379,18
5310,ZTF23aagrmzx,1.642275,15
5311,ZTF20abfqeef,1.642204,37
5312,ZTF25abowvko,1.642135,19
5313,ZTF24abtazxs,1.641096,26
5314,ZTF25abwjsao,1.640209,30
5315,ZTF22abrevvx,1.640051,33
5316,ZTF18aadlaxo,1.639848,20
5317,ZTF22aaacnbw,1.638850,44
5318,ZTF24abqqijk,1.638639,19
5319,ZTF21acertnr,1.637791,14
5320,ZTF24aaqgfrp,1.637354,46
5321,ZTF25abqeapa,1.637075,36
5322,ZTF21aabjesm,1.636410,62
5323,ZTF21aakijia,1.635930,34
5324,ZTF25acdqtea,1.634213,24
5325,ZTF26aabdfhw,1.632820,14
5326,ZTF26aajaolz,1.632418,40
5327,ZTF19acxyfkf,1.632367,52
5328,ZTF23abbzukw,1.632309,47
5329,ZTF19aanevcu,1.631745,30
5330,ZTF24aauahnc,1.630604,25
5331,ZTF21abnlhxs,1.630198,75
5332,ZTF25aafomou,1.630178,24
5333,ZTF25abdzkae,1.629331,72
5334,ZTF19acyjysk,1.628265,61
5335,ZTF24ablkmlf,1.628221,11
5336,ZTF18aceqfqy,1.627838,14
5337,ZTF20aatqiyb,1.627707,19
5338,ZTF25acjemxv,1.625232,28
5339,ZTF22ablcjkn,1.624664,49
5340,ZTF22aaohwcy,1.622327,13
5341,ZTF21aclywzw,1.622028,21
5342,ZTF19abqhdnp,1.621794,14
5343,ZTF22aalwbqe,1.621770,26
5344,ZTF24aauddzm,1.621005,12
5345,ZTF20acveyal,1.618920,19
5346,ZTF25aaprgjx,1.618664,26
5347,ZTF20abasuuq,1.618459,16
5348,ZTF26aabyoaq,1.618100,15
5349,ZTF21abditvc,1.617750,16
5350,ZTF23aadcdtw,1.617715,19
5351,ZTF20aauvdax,1.615605,13
5352,ZTF24abpzvqo,1.615186,24
5353,ZTF22aaajqyk,1.615086,22
5354,ZTF22aakpvds,1.615076,79
5355,ZTF21achauvx,1.614274,11
5356,ZTF19abnsymu,1.613599,17
5357,ZTF20achfdib,1.612423,28
5358,ZTF20abcogjp,1.611762,37
5359,ZTF21aakygxl,1.611742,16
5360,ZTF19abupned,1.611110,56
5361,ZTF24aarrxzf,1.611069,15
5362,ZTF22aahhske,1.609179,20
5363,ZTF22aafuind,1.608377,74
5364,ZTF25abzqhqz,1.607382,15
5365,ZTF19abyrano,1.606257,43
5366,ZTF24abrnlty,1.606222,13
5367,ZTF19acxoxfc,1.605780,16
5368,ZTF25aafulfd,1.605735,22
5369,ZTF25aabxbwg,1.605593,23
5370,ZTF19adcdxiq,1.605366,29
5371,ZTF22aapaavr,1.605172,33
5372,ZTF23aajocfl,1.604594,31
5373,ZTF20aboknte,1.604026,123
5374,ZTF25aaozqak,1.603590,15
5375,ZTF19abgjfoj,1.602059,12
5376,ZTF19abfdsbu,1.599573,12
5377,ZTF24aahihcl,1.599527,13
5378,ZTF21abzxxic,1.599295,18
5379,ZTF21acfgfuy,1.599086,30
5380,ZTF19acfduug,1.598818,14
5381,ZTF25abyevpw,1.598427,24
5382,ZTF21achltea,1.596911,21
5383,ZTF24abnzsym,1.596319,34
5384,ZTF21abywdxt,1.595724,27
5385,ZTF25abikaaq,1.594713,100
5386,ZTF24aaovokk,1.594226,76
5387,ZTF24aalsrso,1.593545,42
5388,ZTF20abatpqr,1.593125,14
5389,ZTF19abgkvjb,1.592962,39
5390,ZTF23abhvmjb,1.592824,17
5391,ZTF22abxacvm,1.592772,16
5392,ZTF22abewwru,1.591993,33
5393,ZTF26aaqklxk,1.591993,21
5394,ZTF23aaetxqb,1.589633,15
5395,ZTF25aaqsuda,1.588005,30
5396,ZTF25abvajbk,1.587748,28
5397,ZTF19aczllns,1.587185,41
5398,ZTF26aakjrtv,1.587152,26
5399,ZTF19aarxyqx,1.586641,43
5400,ZTF19ablxoda,1.583091,51
5401,ZTF19aawgopm,1.581660,14
5402,ZTF24aapqudd,1.580175,15
5403,ZTF18adaabii,1.579401,50
5404,ZTF22aavcfed,1.579274,34
5405,ZTF25aaailmy,1.579233,11
5406,ZTF22aadtanf,1.579066,17
5407,ZTF20abeeyuu,1.578709,18
5408,ZTF25aayptmh,1.578695,37
5409,ZTF21aaabvjk,1.576712,92
5410,ZTF20acwoauy,1.575277,12
5411,ZTF23aascppn,1.575042,15
5412,ZTF22abiflxl,1.574355,21
5413,ZTF22aakelti,1.573738,35
5414,ZTF20aauowam,1.573731,65
5415,ZTF23aagcvyi,1.573717,18
5416,ZTF21aavotzn,1.573208,70
5417,ZTF20acbnwyb,1.572965,15
5418,ZTF22abnvuwi,1.572839,28
5419,ZTF23abfpegt,1.572650,44
5420,ZTF20achjuyq,1.572598,36
5421,ZTF22abfqxme,1.572566,15
5422,ZTF21aausvhf,1.571380,45
5423,ZTF22abnmnzh,1.571339,20
5424,ZTF25abkqros,1.571120,37
5425,ZTF22aalqzkz,1.570347,39
5426,ZTF23aamgfxn,1.569610,18
5427,ZTF21acjvkga,1.569159,12
5428,ZTF21aavoqpl,1.569094,70
5429,ZTF19abggnnp,1.566973,15
5430,ZTF22aamjqvc,1.564645,35
5431,ZTF24abxwfhw,1.564641,17
5432,ZTF21abpjqeh,1.561202,22
5433,ZTF24aawrxum,1.560882,18
5434,ZTF20acuixqv,1.560198,15
5435,ZTF23abawwbv,1.559731,35
5436,ZTF23aaptlhz,1.559609,16
5437,ZTF20aauobpu,1.559021,177
5438,ZTF19abnrbhg,1.558178,10
5439,ZTF23abjvtyh,1.558135,21
5440,ZTF22aapmawo,1.558131,18
5441,ZTF23aakrngt,1.557884,18
5442,ZTF23aadtwfs,1.557840,20
5443,ZTF20abrcpmq,1.556512,29
5444,ZTF21abzlujs,1.555910,78
5445,ZTF24aaovnhf,1.554685,15
5446,ZTF24aaodomb,1.553257,16
5447,ZTF21abilrxd,1.551261,43
5448,ZTF22aahftli,1.551168,20
5449,ZTF21aawezmt,1.551009,15
5450,ZTF20abcxtbb,1.549225,16
5451,ZTF24aaskxde,1.548553,17
5452,ZTF24aavpzbc,1.548480,33
5453,ZTF25abbwnhb,1.547483,56
5454,ZTF22aakjlau,1.546465,12
5455,ZTF22abbaqil,1.546147,25
5456,ZTF19acgaxej,1.545746,18
5457,ZTF22aafwbey,1.545327,164
5458,ZTF20acpgnmw,1.544432,15
5459,ZTF21aaqlwqb,1.544098,17
5460,ZTF20aclwowi,1.543863,25
5461,ZTF19acmdxbp,1.543279,43
5462,ZTF20aaabqzn,1.542932,24
5463,ZTF26aafefuy,1.541552,12
5464,ZTF19abtulak,1.540662,12
5465,ZTF19aawgfnn,1.540410,18
5466,ZTF21aapvoqy,1.540325,14
5467,ZTF24aarptla,1.540057,24
5468,ZTF22aaovwfb,1.539616,20
5469,ZTF20aamsdxb,1.538860,23
5470,ZTF23abdsfms,1.538775,16
5471,ZTF23aaoriza,1.538260,18
5472,ZTF25aafwadz,1.536912,16
5473,ZTF20abptxls,1.536764,107
5474,ZTF21aarnqos,1.536595,20
5475,ZTF19abrimzd,1.534808,32
5476,ZTF21aaygqqa,1.534747,24
5477,ZTF20abfemvr,1.533550,46
5478,ZTF20accebkl,1.532273,22
5479,ZTF19abbwmem,1.531380,45
5480,ZTF22abivebe,1.529988,15
5481,ZTF25aapxick,1.529964,27
5482,ZTF23abjfrbi,1.529749,50
5483,ZTF25abogteg,1.529003,13
5484,ZTF26aaaqebk,1.528802,15
5485,ZTF24aalsuwb,1.528799,32
5486,ZTF24abdiykr,1.528271,13
5487,ZTF20aaztdjf,1.526599,25
5488,ZTF23abedgfr,1.526383,41
5489,ZTF18adqdtos,1.525315,17
5490,ZTF20aauwisl,1.523456,36
5491,ZTF22abegslb,1.522552,20
5492,ZTF26aasfsnp,1.522354,19
5493,ZTF18aacedbw,1.520153,28
5494,ZTF23aahrxit,1.520012,58
5495,ZTF19abqzkow,1.519840,44
5496,ZTF26aatqsax,1.519083,22
5497,ZTF23abojjkh,1.518580,22
5498,ZTF23abauihu,1.518578,38
5499,ZTF23aarfout,1.516358,33
5500,ZTF21acjxssp,1.515754,15
5501,ZTF24aaxfooq,1.514875,34
5502,ZTF25aahmdjb,1.514847,24
5503,ZTF20aavoxyr,1.513975,12
5504,ZTF25abhilyd,1.513943,43
5505,ZTF20acputfz,1.513792,21
5506,ZTF20abajtzc,1.513375,17
5507,ZTF21aadonfn,1.513304,197
5508,ZTF23aapmwwn,1.512836,14
5509,ZTF25aayyjui,1.511039,23
5510,ZTF21ackocaz,1.510370,16
5511,ZTF21aasgrpw,1.509803,13
5512,ZTF19aawsfpi,1.509650,33
5513,ZTF20acnubie,1.508806,14
5514,ZTF22aauusxf,1.508203,14
5515,ZTF21acjaswg,1.506977,19
5516,ZTF22ablviyf,1.505589,28
5517,ZTF25acjddvq,1.505111,19
5518,ZTF25acfwfen,1.504467,32
5519,ZTF22abmygmc,1.504344,33
5520,ZTF24abmktlw,1.503487,21
5521,ZTF19abdqdtp,1.502761,173
5522,ZTF24abhcptk,1.502191,43
5523,ZTF21abouuat,1.501572,177
5524,ZTF22aaatvmn,1.501279,21
5525,ZTF26aauvgkp,1.501015,36
5526,ZTF24aawktlo,1.500020,14
5527,ZTF22aaynvgi,1.499908,26
5528,ZTF25aacnour,1.499880,27
5529,ZTF20acarwoa,1.498693,58
5530,ZTF20acijssu,1.498388,21
5531,ZTF20abpqbgi,1.498168,59
5532,ZTF21aaoexjt,1.497538,24
5533,ZTF20abzcmge,1.497434,21
5534,ZTF19aavnotr,1.497267,13
5535,ZTF22aaaunsw,1.497032,24
5536,ZTF22aaaybql,1.496744,15
5537,ZTF22abfspdz,1.496574,33
5538,ZTF20abrmmah,1.496284,10
5539,ZTF20abytful,1.495427,21
5540,ZTF25aavcgfk,1.495322,34
5541,ZTF24aahkoms,1.494761,27
5542,ZTF20acrjied,1.494477,20
5543,ZTF19acgemzm,1.492231,18
5544,ZTF21aarnlbs,1.492221,24
5545,ZTF23abhweyr,1.491540,26
5546,ZTF25abflwya,1.491017,26
5547,ZTF19aalzmdv,1.490658,17
5548,ZTF25aavlimb,1.489187,16
5549,ZTF20abphcpn,1.489159,23
5550,ZTF25abseeos,1.489144,25
5551,ZTF20aaztdiv,1.488824,20
5552,ZTF24abguzyb,1.488732,17
5553,ZTF19accuyyg,1.488440,17
5554,ZTF25ablmuzg,1.488184,23
5555,ZTF24abgqnvy,1.487696,18
5556,ZTF22abdwasr,1.487527,12
5557,ZTF20abjnwuw,1.486117,14
5558,ZTF25acellum,1.486073,19
5559,ZTF23aaizzqt,1.485777,12
5560,ZTF22ablcfaj,1.485230,21
5561,ZTF19abhdlxp,1.485065,22
5562,ZTF18abukavn,1.482087,12
5563,ZTF18acwwtyz,1.481172,118
5564,ZTF23aazpupj,1.480552,25
5565,ZTF20abvadds,1.480017,15
5566,ZTF23aagdaqv,1.479939,13
5567,ZTF26aaeiqxk,1.479370,12
5568,ZTF22aaujpvv,1.479001,14
5569,ZTF20acisvna,1.478948,17
5570,ZTF25abbmsnx,1.478850,18
5571,ZTF26aawhtbe,1.477723,11
5572,ZTF22aapbaow,1.476050,30
5573,ZTF20abbxqiu,1.475923,26
5574,ZTF20abnmumw,1.473399,215
5575,ZTF24abajauu,1.473226,35
5576,ZTF24aalndam,1.472654,18
5577,ZTF20acitpfz,1.472524,30
5578,ZTF19abcoosk,1.471792,10
5579,ZTF20aciyech,1.471279,53
5580,ZTF20abzcokk,1.470753,36
5581,ZTF19abetjcx,1.469929,12
5582,ZTF22aaddwlv,1.469769,77
5583,ZTF21ablssud,1.469526,15
5584,ZTF23aajduoo,1.465777,13
5585,ZTF19abanivg,1.464757,14
5586,ZTF24aaotabl,1.464664,14
5587,ZTF25aalvbwm,1.464585,45
5588,ZTF25aaxmjwe,1.464427,20
5589,ZTF21abnslrs,1.464180,15
5590,ZTF24aasgaac,1.463794,33
5591,ZTF19abotfag,1.463454,15
5592,ZTF25ackrgcs,1.463091,25
5593,ZTF24aalbzkr,1.462297,34
5594,ZTF18aadsuxd,1.462118,63
5595,ZTF18abfchzq,1.462056,31
5596,ZTF22abmzrcg,1.461382,14
5597,ZTF19aavhzvw,1.460770,37
5598,ZTF20acpicjz,1.457807,19
5599,ZTF22aashrtn,1.457377,22
5600,ZTF25aageefz,1.456994,21
5601,ZTF25aanxtou,1.456357,40
5602,ZTF19acbrola,1.455895,14
5603,ZTF23abhvuft,1.455599,36
5604,ZTF21aaletht,1.454925,15
5605,ZTF18aaaecnk,1.454708,44
5606,ZTF20acjpbni,1.453971,13
5607,ZTF24abetuzw,1.453698,11
5608,ZTF23aaekhyc,1.453516,33
5609,ZTF25aaaawig,1.453512,16
5610,ZTF25abecbib,1.453019,79
5611,ZTF24aawrtgj,1.451080,27
5612,ZTF22aawfhcp,1.450417,22
5613,ZTF20aadcitq,1.449576,43
5614,ZTF23aajfqtn,1.448427,16
5615,ZTF21aaaokox,1.448412,11
5616,ZTF19aawolyt,1.446872,17
5617,ZTF20acwphzx,1.446321,25
5618,ZTF26aantkgk,1.446217,48
5619,ZTF26aaoqrxr,1.444994,12
5620,ZTF19acxnebw,1.444532,25
5621,ZTF20acpkmtf,1.443633,11
5622,ZTF19aakzwao,1.443548,64
5623,ZTF24abluyyj,1.443012,10
5624,ZTF21abwrujq,1.441896,21
5625,ZTF18aaezmlo,1.441173,41
5626,ZTF24aaltyfi,1.440853,20
5627,ZTF23abnftjz,1.440504,44
5628,ZTF20abojcmt,1.439028,150
5629,ZTF25aagbkad,1.438478,20
5630,ZTF22aadhnlw,1.438037,60
5631,ZTF21abpbbvm,1.437968,15
5632,ZTF20aciuakq,1.437959,22
5633,ZTF21abcmcuq,1.434974,26
5634,ZTF24abqdcod,1.433234,19
5635,ZTF26aatizkb,1.432490,28
5636,ZTF21aahnqnn,1.430511,17
5637,ZTF23abdgswy,1.430381,32
5638,ZTF25aalqpuk,1.430362,13
5639,ZTF22abebycy,1.429664,17
5640,ZTF24ablrlix,1.429312,11
5641,ZTF25aarutoh,1.428890,20
5642,ZTF20achqzda,1.428243,14
5643,ZTF20aausyfg,1.427897,13
5644,ZTF24abflhlp,1.427062,58
5645,ZTF23abmwnla,1.426628,17
5646,ZTF26aaazjyg,1.426426,12
5647,ZTF21abrgxgq,1.425743,16
5648,ZTF25absdrbm,1.425517,24
5649,ZTF24abydsgu,1.425498,14
5650,ZTF19abcneik,1.424574,17
5651,ZTF19addfaiv,1.424528,74
5652,ZTF20achstwk,1.424466,24
5653,ZTF21aagmttf,1.423452,14
5654,ZTF18aaiuvja,1.423213,17
5655,ZTF22abuqitl,1.422708,17
5656,ZTF22aagdelg,1.422603,67
5657,ZTF25abwfpai,1.421752,12
5658,ZTF24aaujhhf,1.421533,18
5659,ZTF23aadceqv,1.420974,36
5660,ZTF19ablusdf,1.420910,30
5661,ZTF21aajvvbn,1.420827,17
5662,ZTF20aayjyhp,1.420452,82
5663,ZTF21aaqvuyf,1.418885,33
5664,ZTF19aclkbqc,1.418447,11
5665,ZTF20aasbvzd,1.417998,11
5666,ZTF19aayoice,1.417407,15
5667,ZTF21abmksld,1.417326,25
5668,ZTF25aaxdrtc,1.415863,30
5669,ZTF26aaaaary,1.415485,17
5670,ZTF22aadljkb,1.415072,46
5671,ZTF25acfqszf,1.414294,24
5672,ZTF21ackbkoy,1.412941,13
5673,ZTF20ackkejs,1.411786,30
5674,ZTF24aadkwol,1.411213,46
5675,ZTF21abcmepi,1.411036,19
5676,ZTF25abqivcp,1.410905,19
5677,ZTF25abpxqho,1.410882,33
5678,ZTF26aaaklry,1.410774,28
5679,ZTF25abihbtg,1.410095,190
5680,ZTF19abiczxj,1.410044,29
5681,ZTF23aaqhtiq,1.409000,51
5682,ZTF21aarigsr,1.407944,66
5683,ZTF22abfvsgm,1.405991,14
5684,ZTF25abtzltn,1.405606,34
5685,ZTF21aayfbwv,1.405535,87
5686,ZTF22aaknmzk,1.404763,37
5687,ZTF22abgbaut,1.404072,19
5688,ZTF24aaronqk,1.402538,11
5689,ZTF25abpawqx,1.402131,17
5690,ZTF25acakolm,1.400812,41
5691,ZTF19aazwnsq,1.399423,14
5692,ZTF20abxyifx,1.399390,46
5693,ZTF20abypcui,1.398997,15
5694,ZTF20abbccsa,1.398036,13
5695,ZTF24aaqkadx,1.397876,17
5696,ZTF20aavbvjr,1.397005,43
5697,ZTF24abcrpjm,1.396843,21
5698,ZTF23abjhvzr,1.396415,25
5699,ZTF22absorqy,1.395765,29
5700,ZTF21achutpj,1.395463,12
5701,ZTF22aaexedi,1.395342,78
5702,ZTF24aajwiug,1.394518,48
5703,ZTF22aaoqxhg,1.394366,15
5704,ZTF26aadsrpd,1.394354,13
5705,ZTF19aaxvuhg,1.394317,19
5706,ZTF23aaczpmh,1.394097,18
5707,ZTF25aaccmjq,1.392487,82
5708,ZTF25aaegrwh,1.391894,18
5709,ZTF24aagmhpu,1.390267,31
5710,ZTF23aaehsgt,1.390089,23
5711,ZTF20acdmcgv,1.390022,34
5712,ZTF21aauakph,1.389249,48
5713,ZTF19acxzbad,1.388636,38
5714,ZTF21aagnbsu,1.388136,22
5715,ZTF22aaeasul,1.388057,48
5716,ZTF20acjqbxq,1.387586,23
5717,ZTF23aagwcnw,1.387452,29
5718,ZTF21acgrlmz,1.385807,22
5719,ZTF20abmcyox,1.384196,14
5720,ZTF24aajvvhj,1.383928,24
5721,ZTF18abqsuoo,1.383834,14
5722,ZTF20acsfciw,1.382890,17
5723,ZTF25abwgqeq,1.382531,19
5724,ZTF21aaphnga,1.382291,23
5725,ZTF18aaqogig,1.380910,15
5726,ZTF25aafstws,1.380559,24
5727,ZTF26aaadino,1.380224,32
5728,ZTF21abavzkn,1.379740,21
5729,ZTF20aaznpor,1.379573,33
5730,ZTF18acfzwan,1.377475,423
5731,ZTF18absayvp,1.377025,22
5732,ZTF24aaiukjs,1.376819,10
5733,ZTF25aayypym,1.376482,14
5734,ZTF22aahbdtg,1.375671,23
5735,ZTF24abcuyyx,1.374614,38
5736,ZTF23abgcfay,1.374260,16
5737,ZTF18aakpigz,1.373589,23
5738,ZTF24aaminbv,1.370683,26
5739,ZTF23abbesup,1.369820,15
5740,ZTF20acepkwf,1.369175,17
5741,ZTF23aafqzkn,1.368272,68
5742,ZTF17aabbwwl,1.367833,11
5743,ZTF20abmecfo,1.367741,60
5744,ZTF20abdvwut,1.366986,18
5745,ZTF20aaqvzko,1.365036,46
5746,ZTF19abimjmq,1.364888,13
5747,ZTF19acdtmwh,1.364286,12
5748,ZTF20aazhfmo,1.363322,10
5749,ZTF22aajfybs,1.363201,31
5750,ZTF19abgawrv,1.363073,18
5751,ZTF20aahqbun,1.361678,37
5752,ZTF19aaknfpe,1.360963,25
5753,ZTF20aagjpkg,1.360146,13
5754,ZTF20achvmpk,1.359276,39
5755,ZTF21aastfnu,1.358714,17
5756,ZTF20aclgfov,1.358460,19
5757,ZTF22aazjbwi,1.358226,25
5758,ZTF24aaxqnbe,1.358158,51
5759,ZTF21aaiwlyy,1.357829,25
5760,ZTF22abiroms,1.357440,19
5761,ZTF22aadmgan,1.356879,32
5762,ZTF20aazcggo,1.356633,15
5763,ZTF23aazysgv,1.356527,39
5764,ZTF21abuunol,1.356154,10
5765,ZTF21abjxibx,1.355609,22
5766,ZTF18aaxokeg,1.355194,23
5767,ZTF20aauwgnw,1.354664,35
5768,ZTF21aasyydo,1.353671,34
5769,ZTF21aaxsnvk,1.353630,89
5770,ZTF21ablwhcy,1.352758,83
5771,ZTF25acfgklb,1.352617,66
5772,ZTF25acgcusl,1.352280,43
5773,ZTF18aasxxoz,1.351973,11
5774,ZTF25aafwxov,1.351382,37
5775,ZTF18abqpmjw,1.351037,43
5776,ZTF24abeegoz,1.350284,16
5777,ZTF19acgjohb,1.349904,14
5778,ZTF21acjruwp,1.349274,15
5779,ZTF23abayogx,1.348682,45
5780,ZTF21aapyiku,1.348315,44
5781,ZTF21abdpgua,1.346768,40
5782,ZTF19achejoc,1.346238,22
5783,ZTF25accwqaq,1.345314,23
5784,ZTF18acwfxej,1.342883,174
5785,ZTF25aaikmxt,1.341816,13
5786,ZTF25aaruttr,1.341754,15
5787,ZTF25aabpazs,1.341235,28
5788,ZTF21ackzzag,1.340848,24
5789,ZTF19abqstxq,1.340161,109
5790,ZTF22aalmqrv,1.339627,14
5791,ZTF20actqxuj,1.339489,31
5792,ZTF18abwlyqr,1.338327,95
5793,ZTF21abrgqfr,1.337856,25
5794,ZTF23aavmarm,1.337542,38
5795,ZTF19acmbpck,1.336673,14
5796,ZTF23aaqidqp,1.335620,33
5797,ZTF25abztvud,1.332911,46
5798,ZTF20acxayuq,1.331297,16
5799,ZTF21acgpjbx,1.331034,24
5800,ZTF21acbqmnb,1.331010,16
5801,ZTF25aaqmqqc,1.329983,63
5802,ZTF20acgprxo,1.329956,24
5803,ZTF22aaitzvr,1.328414,55
5804,ZTF20aaurzce,1.327906,21
5805,ZTF21abcfgub,1.326908,30
5806,ZTF20abytgnq,1.326032,10
5807,ZTF21aavqior,1.325677,19
5808,ZTF21aarsltk,1.325538,18
5809,ZTF18aawseij,1.325414,51
5810,ZTF24aavxqhj,1.324428,15
5811,ZTF22aaghhvf,1.324270,22
5812,ZTF23aaguymg,1.324249,20
5813,ZTF20aamqiru,1.321566,20
5814,ZTF19abplfxs,1.321317,32
5815,ZTF21acefcnp,1.320040,18
5816,ZTF20ablmvum,1.319731,143
5817,ZTF19abinjcy,1.318940,140
5818,ZTF25abioepd,1.318256,30
5819,ZTF18aaezzww,1.317941,72
5820,ZTF23aajsemu,1.317837,40
5821,ZTF22abbzjam,1.317338,26
5822,ZTF21aarmtbi,1.317305,20
5823,ZTF25aauhmpn,1.316616,16
5824,ZTF25aajrkjq,1.316534,27
5825,ZTF21aaapswk,1.316284,13
5826,ZTF21aacsvko,1.315962,24
5827,ZTF21abwcofb,1.315362,24
5828,ZTF23abauuzc,1.315052,14
5829,ZTF19aaulzvc,1.314790,23
5830,ZTF19aaduwcj,1.314782,15
5831,ZTF20aagzzah,1.314018,16
5832,ZTF26aawdxet,1.313782,32
5833,ZTF24abcocqf,1.311536,16
5834,ZTF18aasebum,1.311502,16
5835,ZTF20aahpxzz,1.311006,16
5836,ZTF23aadsnjo,1.310637,33
5837,ZTF21aarhfzg,1.309887,26
5838,ZTF22abahblc,1.309634,37
5839,ZTF22abvnonf,1.309608,16
5840,ZTF19acynipo,1.309150,23
5841,ZTF21aapdvea,1.309086,23
5842,ZTF19aaziqbb,1.308293,78
5843,ZTF22aahjhed,1.308280,45
5844,ZTF25aafkxdu,1.307898,20
5845,ZTF19abkrbjt,1.306133,24
5846,ZTF19abriuox,1.306069,12
5847,ZTF20abvygiw,1.304320,19
5848,ZTF24aaynasw,1.303932,13
5849,ZTF24abxhdum,1.303003,11
5850,ZTF18acvgpnn,1.302652,391
5851,ZTF26aaggqbd,1.302636,90
5852,ZTF22abmiohu,1.302280,78
5853,ZTF22aakpvbx,1.302021,27
5854,ZTF22abkfgrt,1.301924,19
5855,ZTF19abgzhpb,1.301294,13
5856,ZTF22aadmlik,1.300711,17
5857,ZTF19acenkuz,1.298611,41
5858,ZTF22aaftomx,1.298455,72
5859,ZTF19accmevg,1.298445,17
5860,ZTF24aathzox,1.298427,45
5861,ZTF18aawpvxf,1.298178,16
5862,ZTF19abiaqjv,1.294570,46
5863,ZTF24aagpwsh,1.294538,12
5864,ZTF26aavrsod,1.293928,16
5865,ZTF23aadvoyh,1.292824,17
5866,ZTF23aarzyta,1.291576,14
5867,ZTF20acommai,1.291318,17
5868,ZTF19abyuzch,1.291253,26
5869,ZTF21aarazam,1.291167,21
